story_num,story_version,abstract,variant_group
228,s228,"Ill-treated heroine (by step-mother)--Menial heroine (minds cow)--Helpful animal (cow)--Heroine bows to cow's right foot and obtains food--One-eyed step-sister sent to spy; put to sleep by magic formula during hairdressing. Two-eyed step-sister, the same. Three-eyed step-sister sees with third eye, which heroine omits to charm--Slaying of helpful animal--Heroine buries entrails in door-post; magic shrub springs up covered with sweet berries. Birds sit in its branches--Prince Ivan will wed girl who can fill cup with berries. Birds drive away three step-sisters; pluck the berries for heroine--Happy marriage--Heroine, after birth of son, visits father, Step-mother transforms heroine into goose; substitutes own daughter as prince's wife--Nurse, an old man, takes child into field in early morning; inquires of flock of wild geese if they have seen child's mother. Goose alights, doffs feather-skin, and suckles child; says she may only return once more. Nurse reports to prince, who watches next morning from behind bush; burns feather-skin; seizes wife, who changes into frog, lizard, snake, distaff. Prince breaks distaff into two, throws half behind, half in front of him. Heroine stands before him-- Princes and counsellors assembled to decide with which wife prince must live. He will keep whichever wife climbs palace gates first. Heroine cannot climb. Prince shoots false wife on top of gates. Villain Nemesis.",Da
230,s230,"Ill-treated heroine (by step-mother)--Menial heroine (minds sheep)--Virgin Mary aid--Helpful animal (black sheep)--spy on heroine--Step-mother feigns illness--Slaying of helpful animal--Heroine buries sheep's liver, from which springs magic tree, whose branches bow down to heroine--Prince will wed daughter of any person who can pick fruit - -Villain Nemesis. Step-mother falls from ladder, and is killed. Prince falls ill with longing.--Heroine picks him fruit --Happy marriage.",Da
231,s231,"Governess prompts heroine to murder mother--Ill-treated heroine (by step-mother)--Outcast heroine, exposed on mountain-top---Heroine takes food from giants' castle; is discovered befriended by forty giants--Step-mother learns from Sun that heroine is more beautiful than she; goes as pedlar, and sells enchanted ring to heroine, who falls dead. Removal of ring restores animation--Step-mother throws bunch of grapes; heroine takes one, falls dead. Is exposed on mountain; found by hunting prince, and taken to palace--Lovesick prince--King shakes corpse. Reanimated heroine--Happy marriage- -Step-mother as midwife attends heroine; plunges fork in her head, transforming her to pigeon; takes her place--Pigeon killed for broth; bones become three fir-trees--Fir-trees uprooted for decoction; hark becomes blue pigeon. Prince takes fork from pigeon's head, causing series of transformations--Villain Nemesis.",Da
232,s232,"Ill-treated heroine (by mother)--Menial heroine, minds sheep; has stones given her for bread--Fairy man aid - -Helpful animal (sheep) gives food when struck with magic wand--Second daughter, sent to spy on heroine, falls asleep. Eldest daughter feigns sleep and reports to mother--Slaying of helpful animal--Heroine collects bones from which springs golden pear-tree-- King sees tree; he will wed anyone who can pluck golden pears. Elder sisters try and fail; branches bow down to heroine --Happy marriage--King goes to war. Queen hears twins with gold star on brow; and dog has two puppies with gold star. King's mother accuses queen of bearing puppies. King sends order for heroine to be hanged.",Da
233,s233,"Dying mother bids heroine take care of white lamb--Ill-treated heroine (by step-mother)--Menial heroine (minds sheep)--Step mother starves heroine--Helpful animal (lamb)--Ear cornucopia--Spy on heroine--Step-sister sent to sleep by hair-dressing; second day she feigns sleep--Slaying of helpful animal--Heroine collects bones; lays them on pear-tree. Its branches become decked with golden bells, which ring ceaselessly. Their silence would betoken ill--King will wed anyone who can pick gold bell-- Step-sister tries and fails--Heroine returns with sheep and picks apronful of bells--King takes her to castle --Happy marriage-- King goes to war--Step-mother throws heroine in river, and substitutes own daughter--King turns back because golden bells cease ringing. He sees hand in river; draws out heroine--Villain Nemesis.",Da
235,s235,"Gems fall from heroine's (Sodewa's) lips. Her soul is contained in necklace--Lost shoe--Hunting prince finds shoe in jungle; seeks owner--Happy marriage--Prince's first wife hates heroine; plots with servant to steal her necklace, so that she dies. Thief does not wear necklace at night; then heroine's soul returns. Prince sees jewels that have fallen from her lips. She bears a son, but dies as day dawns, and babe weeps. Prince visits tomb at night, hears babe cry, and sees heroine; he learns theft. Necklace is restored--Villain Nemesis.",Da
236,s236,"Ill-treated heroine (by mother and elder and younger sisters)--Menial heroine (tends goat)--Wise aid--Helpful animal (goat) gives food. One-eye sent to spy on heroine, who charms her to sleep. Three-eyes sent to spy; heroine omits to charm third eye which discovers magic food supply--Slaying of helpful animal. Heroine buries entrails; tree with silver leaves and gold fruit springs from them--One-eye and Three-eyes climb tree but cannot pluck fruit, which escapes their hands. Heroine picks gold apples. Knight draws near to admire tree; heroine is pushed under empty barrel. He promises to grant any wish to one who can pluck him branch. One-eye and Three-eyes try and fail. Heroine rolls two gold apples from under barrel to his feet. She is brought forth; plucks him branch from tree, and begs to be taken from unhappy home--Happy marriage--Magic-tree removes to heroine's new home. She befriends sisters in after years.",Da
237,s237,"Ill-treated heroine (by step-mother)--Menial heroine (cow herd) --Old woman aid-- Task (spinning) --Task-performing animal (cow) --Spy on heroine. Sister sent to sleep by hair dressing. Second day sister stays awake; task is unperformed, and heroine beaten Heroine moves stone whilst picking salad, revealing glass-stair. Descends; finds cat in first room sweeping; sweeps for it. Scours for cat in second room; makes bread for third cat; combs fourth cat; is blessed by all. Lady gives her choice of gifts. She chooses plain dress and sham jewels; gets splendid dress and real jewels. Is told not to turn when donkey brays, hut when cock crows; heroine does so; gets gold star on brow. Step-sister, sent to get same, offends cats, gets worst dress and sham jewels; turns when donkey brays and gets tail on brow. Prince comes for heroine; step-mother hides her in cask, sends own daughter--False bride--Animal witness (cat)--Happy marriage--Villain Nemesis. Mother boils own daughter by mistake.",Da
238,s238,"Ill-treated heroine (by elder sisters) --Hearth abode--Lady aid--Magic dresses--Meeting-place (ball)--In conversation with sisters about ball, heroine is ridiculed for saying she was present. They show nosegay lovely stranger had given them--Threefold flight--Heroine accepts ring from prince, but cannot marry him or tell who she is. Afterwards she is sad at learning that prince is ill. Counselled by lady, she takes service at palace. lovesick prince--Recognition food--Happy marriage--Heroine befriends jealous sisters.",Da
239,s239,"Ill-treated heroine (by step-mother)--King sees heroine and step-sister weaving and winding; pays compliments to former- Old woman aid--Heroine sent to fairies for sieve; does their bidding politely; chooses poorest gifts and gets richest turns; turns when cock crows and gets star on brow --Step-sister offends fairies; breaks glass stair; gets worst gifts; turns when ass brays, and gets ass-tail on brow--Menial heroine-- Helpful animal (pike)--Heroine saves pike and puts it in fountain -- Happy marriage--Pike removed to lake--Step-mother drives with kingand bride in iron carriage--Heroine's eyes torn out--Step-mother puts her under tub; substitutes own daughter--False bride-- Animal witness (cats)--Heroine discovered under tub by servants; pike restores her eyes--Villain Nemesis. Step-mother and step-sister locked up in tub--Pike removed to heroine's garden; kept in glass case after its death.",Da
240,s240,"Ill-treated heroine (by step-mother)--Tasks: spinning, sewing--Old woman aid--Task-performing animal (cow)--Heroine sent to fairies; does their bidding graciously; is rewarded with riches and star on brow--Step-sister offends fairies; gets worth less gifts and ass-tail on head--Only heroine can pick magic apples for king. Heroine hidden in cask--False bride--Animal witness (cat)--Happy marriage--Step-mother boils own daughter; props up corpse; father knocks it down--Villain Nemesis. Father imprisoned; step-mother shot.",Da
241,s241,"Ill-treated heroine (by mother and sister)--Heroine sent to ask for sieve from wicked fairies Old man aid-- -Following old man's counsel, heroine puts stick instead of linger in key-hole; does sewing, etc., for cats; chooses poorest fare and worst dress from cat ""Mammone""; turns round as bidden when cock crows, and gets star on brow--Ugly sister offends old man; gets finger chopped off in key-hole; maltreats cats; chooses best fare and best dress; breaks glass stairs; turns when donkey brays, and gets ass-tail on brow--Prince comes for heroine, who is hidden in cask--False bride--Heroine heard singing from cask--Villain Nemesis. Mother and sister in cask have boiling oil poured over them--Happy marriage.",Da
242,s242,"Ill-treated heroine (by step-mother)--Menial heroine (tends cattle)--Helpful animal (bull) opens oak-tree with his horns for heroine to get food--Step-sister sent to mind cattle in heroine's stead. Bull butts her--Slaying of helpful animal--Heroine washes bull's paunch, finds golden apple inside; loses it in the grass; magic apple-tree grows from the spot; heroine subsists on the apples--Prince wants some of the apples; his servant cannot pick them; step-sister tries, and fails. Tree bows down to heroine--Happy marriage--Tree follows heroine--Heroine, after birth of child, visits step-mother; is killed and buried; magic tree removes to her grave and dies there--Step-sister impersonates heroine, and goes to palace--Heroine visits palace by night; bids cook open window; suckles child. Third night king watches; cook holds heroine by plait; she goes through series of transformations, resumes original form--Judges make step-mother pronounce her own and her daughter's sentence--Villain Nemesis. Stepmother torn by iron harrows. Step-sister's hands cut off.",Da
243,s243,"Ill-treated heroine (by step-mother)--Menial heroine (minds sheep)--Task: spinning--Task-performing animal (black lamb)--Step-sisters sent in heroine's place; she refuses bread and cheese to black lamb. Wolves ravage the flock; only black lamb left--Flock return for heroine-- Slaying of helpful animal--Heroine washes paunch; finds knife and fork; sticks one in each window; apple-tree and pear-tree grow from knife and fork-- Prince wants to buy apples; step-sister cannot pick them-- Heroine hidden under tub. Animal witness (cock)--Trees bow down to heroine; remove to palace with her--Happy marriage-- Heroine, after birth of child, visits step-mother; step-sister stabs her; takes her place at palace--Heroine visits palace by night, asks cook to give her child; suckles it. Step-sister covers prince with pall, that he shall hear nothing--Cook informs prince; servant to hide in barrel and seize heroine. Prince recognises her-- False wife pronounces her own sentence--Villain Nemesis. Step-sister torn to pieces.",Da
